B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,SCL,QA60,VV,VH,HH,HV,angle,elevation,manganese_proxy,label
736.0909090909091,724.5333333333333,994.8,1053.25,1634.6,2147.8571428571427,2459.5,2527.4285714285716,2700.25,2942.333333333333,2989.5,2135.75,5.0,0.0,-9.840575231726284,-17.42811515076061,0.0,0.0,30.957881927490234,313.0,0.022058358,0
639.0,876.5,1145.5,1297.5,1672.5,2381.5,2624.0,2911.0,2919.5,2742.5,3028.5,2134.5,5.0,0.0,-10.370885709956976,-16.340140083576514,0.0,0.0,35.49592208862305,355.0,0.013940049,0
633.0,769.0,979.0,1299.0,1685.0,2127.0,2317.0,2484.0,2670.0,2726.0,3637.0,2618.0,5.0,0.0,-10.362430883538389,-18.708481553229362,0.0,0.0,37.51545715332031,378.0,0.04822916,0
752.0,990.0,1260.0,1498.0,1805.0,2322.0,2597.0,2638.0,2822.0,2696.0,3085.0,2275.0,5.0,0.0,-11.508056809911643,-17.848974603421503,0.0,0.0,32.61858367919922,302.0,0.023864795,0
845.0,690.2857142857143,958.2619047619048,989.475,1425.857142857143,2157.5,2354.1666666666665,2518.0,2560.7666666666664,2589.4545454545455,2452.0,1776.0,5.0,0.0,-7.160649566096875,-17.32844095208103,0.0,0.0,33.670536041259766,291.0,0.00693995,0
471.0,584.0,736.0,767.0,1116.5,1945.5,2236.0,2481.0,2517.0,2488.0,2709.5,1710.5,4.5,0.0,-8.26170478717698,-14.543978719909523,0.0,0.0,36.92372512817383,361.0,0.01308703,0
572.375,827.1666666666666,1053.8,1122.4166666666667,1433.888888888889,1755.4285714285713,1888.0,1817.5,1991.625,2235.1666666666665,1558.5,1106.5,5.0,0.0,-11.558691819355287,-18.449661483846594,0.0,0.0,39.587894439697266,295.0,0.0013009313,0
814.0,1100.5,1296.5,1505.0,1768.0,2189.5,2351.0,2481.5,2526.5,2569.5,2903.0,2394.0,5.0,0.0,-6.908397458015894,-15.12555467216477,0.0,0.0,32.34040832519531,335.0,0.017143624,0
493.0,541.0,755.0,689.5,1257.0,2135.0,2452.0,2520.0,2769.0,2735.0,2602.5,1549.5,4.0,0.0,-8.50476366955266,-15.508700911508353,0.0,0.0,38.16230773925781,439.0,0.007783399,0
338.0,375.5,525.5,421.5,923.0,2041.0,2454.5,2610.5,2724.0,2691.5,1608.5,782.5,4.0,0.0,-7.0944737264844395,-13.47056755383236,0.0,0.0,30.805076599121094,676.0,0.04397691,0
666.5,734.0,939.5,961.0,1465.0,2197.5,2510.5,2713.5,2787.0,2854.0,2243.5,1399.5,5.0,0.0,-10.606835434450616,-18.200081547543324,0.0,0.0,37.997413635253906,289.0,0.0076671606,0
475.77777777777777,609.9333333333333,864.4285714285714,1343.75,1622.923076923077,1825.8181818181818,2021.111111111111,2006.25,2134.0,2320.285714285714,2909.0,2285.0,5.0,0.0,-10.600427789517294,-18.020763060306145,0.0,0.0,39.880149841308594,599.0,0.066824846,0
651.0,793.0,1064.0,1075.0,1557.0,1986.0,2233.0,2256.0,2430.0,2697.0,2295.0,1582.0,5.0,0.0,-11.296491918491267,-19.05341155451146,0.0,0.0,31.873859405517578,301.0,0.009834429,0
601.5454545454545,751.75,979.8,983.0,1521.4285714285713,2442.25,2733.7,2888.25,3019.0,2882.6666666666665,2679.875,1841.4,5.0,0.0,-11.127854098393541,-17.026943453875496,0.0,0.0,38.97930908203125,293.0,0.00059609255,0
547.5,626.6666666666666,817.25,868.0,1255.2,2211.3333333333335,2439.5,2477.2,2624.5,2710.6666666666665,2211.0,1419.5,5.0,0.0,-8.683791459405398,-16.847763887819085,0.0,0.0,38.79679489135742,305.0,0.0008676903,0
446.0,601.0,846.0,929.0,1446.0,2193.5,2514.5,2630.0,2805.5,2823.0,2602.0,1757.5,5.0,0.0,-8.175309300974904,-14.952976240806377,0.0,0.0,34.3631591796875,296.0,0.010153115,0
743.0,822.0,1011.0,1243.0,1593.0,2304.0,2617.0,2602.0,2782.0,2723.0,2865.0,2172.0,5.0,0.0,-6.456153577198133,-15.039683372475869,0.0,0.0,30.830547332763672,315.0,0.018113814,0
482.0,514.0,624.0,555.5,930.5,1667.5,1921.0,2094.5,2177.0,2257.5,1700.0,1028.0,4.0,0.0,-8.359629944530973,-13.2615239405739,0.0,0.0,39.10354232788086,522.0,0.012970534,0
478.1875,523.6666666666666,683.4285714285714,589.2,1117.75,2270.7,2648.4,2772.0,2830.5,2836.6666666666665,2052.5,1059.0,4.0,0.0,-8.63063441137773,-15.056080131212173,0.0,0.0,37.70140075683594,413.0,0.024019103,0
470.0,552.5,711.0,708.0,1196.5,1878.5,2164.5,2182.5,2440.5,2377.5,2437.5,1615.5,5.0,0.0,-7.6994646437761975,-13.997971537001408,0.0,0.0,31.779434204101562,323.0,0.013497008,0
438.60869565217394,451.1363636363636,700.2727272727273,676.7777777777778,1114.75,2081.3,2473.4444444444443,2438.6,2792.090909090909,2625.4285714285716,1768.5,977.5,4.0,0.0,-11.788309426196479,-17.553641686519345,0.0,0.0,43.16213607788086,598.0,0.022611128,0
513.5,563.0,760.5,760.0,1118.0,1682.0,1952.0,2120.0,2105.5,2320.5,2122.0,1349.0,5.0,0.0,-9.020958619552532,-15.872626584194737,0.0,0.0,35.42021179199219,324.0,0.0075932303,0
